"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Category","Is Action Temporary?","Done By","Status"
"Apr","10/4/2024 - 7:05 am","Injector","UC # 2","Sub Assembly Washing","EIAS-170","","PM","120","","","","","","","","","","","Parveen","Completed"
"May","13/5/2024 - 6:07 pm","Injector","UC # 2","Sub Assembly Washing","EIAS-170","","PM","100","","","","","","","","","","","Parveen","Completed"
"June","","Injector","UC # 2","Sub Assembly Washing","EIAS-170","","PM","160","","","","","","","","","","","Gaurav","Completed"
"July","13/7/2024 - 2:12 pm","Injector","UC # 2","Sub Assembly Washing","EIAS-170","","PM","80","","","","","","","","","","","Parveen","Completed"
"Aug","18/8/2024 - 7:11 AM","Injector","UC # 2","Sub Assembly Washing","EIAS-170","","PM","100","","","","","","","","","","","Parveen","Completed"
"Apr","10/4/2024 - 7:13 am","Injector","UC # 2","Adjust Pipe Press Fitting","EIAS-203","","PM","10","","","","","","","","","","","Parveen","Completed"
"May","19/5/2024 - 7:07 pm","Injector","UC # 2","Adjust Pipe Press Fitting","EIAS-203","","PM","40","","","","","","","","","","","Parveen","Completed"
"July","13/7/2024 - 2:15 pm","Injector","UC # 2","Adjust Pipe Press Fitting","EIAS-203","","PM","10","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 9:49 pm","Injector","UC # 2","Adjust Pipe Press Fitting","EIAS-203","","PM","10","","","","","","","","","","","Gaurav","Completed"
"Apr","10/4/2024 - 7:06 am","Injector","UC # 2","Needle  Assembly","EIAS-180","","PM","70","","","","","","","","","","","Parveen","Completed"
"May","13/5/2024 - 6:10 pm","Injector","UC # 2","Needle  Assembly","EIAS-180","","PM","30","","","","","","","","","","","Parveen","Completed"
"July","13/7/2024 - 2:14 pm","Injector","UC # 2","Needle  Assembly","EIAS-180","","PM","80","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 9:47 pm","Injector","UC # 2","Needle  Assembly","EIAS-180","","PM","60","","","","","","","","","","","Gaurav","Completed"
"Apr","29/4/2024 - 11:44 am","Injector","Housing-1","VISUAL INSPECTION","EIHS-051","","PM","20","","","","","","","","","","","Sandeep","Completed"
"June","17/6/2024 - 7:50 am","Injector","Housing-1","VISUAL INSPECTION","EIHS-051","","PM","35","","","","","","","","","","","Yogesh","Completed"
"July","14/7/2024 - 9:33 AM","Injector","Housing-1","VISUAL INSPECTION","EIHS-051","","PM","20","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","10/4/2024 - 7:14 am","Injector","UC # 2","Running","EIAS-210","","PM","40","","","","","","","","","","","Parveen","Completed"
"May","19/5/2024 - 7:08 pm","Injector","UC # 2","Running","EIAS-210","","PM","70","","","","","","","","","","","Parveen","Completed"
"June","14/6/2024 - 12:38 pm","Injector","UC # 2","Running","EIAS-210","","PM","70","","","","","","","","","","","Akshay","Completed"
"July","13/7/2024 - 2:16 pm","Injector","UC # 2","Running","EIAS-210","","PM","40","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 5:21 pm","Injector","UC # 2","Running","EIAS-210","","PM","80","","","","","","","","","","","Gaurav","Completed"
"Apr","10/4/2024 - 7:13 am","Injector","UC # 2","Connector Press Fitting","EIAS-200","","PM","90","","","","","","","","","","","Parveen","Completed"
"May","19/5/2024 - 7:04 pm","Injector","UC # 2","Connector Press Fitting","EIAS-200","","PM","80","","","","","","","","","","","Parveen","Completed"
"July","9/7/2024 - 1:42 pm","Injector","UC # 2","Connector Press Fitting","EIAS-200","","PM","60","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 9:48 pm","Injector","UC # 2","Connector Press Fitting","EIAS-200","","PM","60","","","","","","","","","","","Gaurav","Completed"
"Apr","29/4/2024 - 11:47 am","Injector","Housing-1","FUSHING END BENDING","EIHS-061","","PM","35","","","","","","","","","","","Sandeep","Completed"
"June","17/6/2024 - 8:02 am","Injector","Housing-1","FUSHING END BENDING","EIHS-061","","PM","45","","","","","","","","","","","Yogesh","Completed"
"July","14/7/2024 - 9:38 AM","Injector","Housing-1","FUSHING END BENDING","EIHS-061","","PM","30","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","29/4/2024 - 11:41 pm","Injector","UC#1",""Dynamic Flow Adjustment &  Inspection"","EICI-032","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 10:28 am","Injector","UC#1",""Dynamic Flow Adjustment &  Inspection"","EICI-032","","PM","120","","","","","","","","","","","Parveen","Completed"
"July","18/7/2024 - 12:42 AM","Injector","UC#1",""Dynamic Flow Adjustment &  Inspection"","EICI-032","","PM","50","","","","","","","","","","","Parveen","Completed"
"Apr","29/4/2024 - 11:39 pm","Injector","UC#1","Static Flow Adjustment & Inspection","EICI-022","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:19 pm","Injector","UC#1","Static Flow Adjustment & Inspection","EICI-022","","PM","60","","","","","","","","","","","Akshay","Completed"
"July","25/7/2024 - 1:26 pm","Injector","UC#1","Static Flow Adjustment & Inspection","EICI-022","","PM","50","","","","","","","","","","","Parveen","Completed"
"Apr","29/4/2024 - 11:53 am","Injector","Housing-1","MUC FUSHING END BENDING","EIHS-071","","PM","25","","","","","","","","","","","Sandeep","Completed"
"June","17/6/2024 - 8:01 am","Injector","Housing-1","MUC FUSHING END BENDING","EIHS-071","","PM","30","","","","","","","","","","","Yogesh","Completed"
"July","14/7/2024 - 9:48 AM","Injector","Housing-1","MUC FUSHING END BENDING","EIHS-071","","PM","30","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","29/4/2024 - 11:44 pm","Injector","UC#1","Filter Press Fitting & Grommet Assembly","EICI - 062","","PM","10","","","","","","","","","","","Gaurav","Completed"
"July","18/7/2024 - 12:36 AM","Injector","UC#1","Filter Press Fitting & Grommet Assembly","EICI - 062","","PM","20","","","","","","","","","","","Parveen","Completed"
"June","17/6/2024 - 8:01 am","Injector","Housing-1","PLATE PRESS FITTING","EIHS-081","","PM","15","","","","","","","","","","","Yogesh","Completed"
"July","13/7/2024 - 9:35 AM","Injector","Housing-1","PLATE PRESS FITTING","EIHS-081","","PM","30","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","29/4/2024 - 11:43 pm","Injector","UC#1","Seat Oil Leakage Inspection","EICI-052","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:17 pm","Injector","UC#1","Seat Oil Leakage Inspection","EICI-052","","PM","130","","","","","","","","","","","Akshay","Completed"
"July","18/7/2024 - 12:53 AM","Injector","UC#1","Seat Oil Leakage Inspection","EICI-052","","PM","50","","","","","","","","","","","Parveen","Completed"
"Aug","14/8/2024 - 2:42 am","Injector","UC#1","Seat Oil Leakage Inspection","EICI-052","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 10:30 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-1","EICI-153","","PM","40","","","","","","","","","","","Parveen","Completed"
"July","18/7/2024 - 12:35 AM","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-1","EICI-153","","PM","50","","","","","","","","","","","Parveen","Completed"
"June","29/6/2024 - 1:10 pm","Injector","Housing-1","LASER MARKING","EIHS-101","","PM","120","","","","","","","","","","","Salman","Completed"
"July","20/7/2024 - 4:28 pm","Injector","Housing-1","LASER MARKING","EIHS-101","","PM","30","","","","","","","","","","","Yogesh","Completed"
"Apr","29/4/2024 - 11:40 am","Injector","Housing-1","WIRE WINDING","EIHS-031","","PM","50","","","","","","","","","","","Sandeep","Completed"
"June","29/6/2024 - 1:09 pm","Injector","Housing-1","WIRE WINDING","EIHS-031","","PM","80","","","","","","","","","","","Salman","Completed"
"July","14/7/2024 - 9:29 AM","Injector","Housing-1","WIRE WINDING","EIHS-031","","PM","120","","","","","","","","","","","Tarkeshwar","Completed"
"June","29/6/2024 - 1:09 pm","Injector","Housing-1","HOUSING MOULDING","EIHS-091","","PM","80","","","","","","","","","","","Salman","Completed"
"Apr","10/4/2024 - 1:25 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-154","","PM","20","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 10:29 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-154","","PM","10","","","","","","","","","","","Parveen","Completed"
"July","18/7/2024 - 12:33 AM","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-154","","PM","60","","","","","","","","","","","Parveen","Completed"
"Apr","14/4/2024 - 7:30 am","Injector","UC # 2","Lift Inspection","EICI-140","","PM","30","","","","","","","","","","","Parveen","Completed"
"June","14/6/2024 - 12:41 pm","Injector","UC # 2","Lift Inspection","EICI-140","","PM","40","","","","","","","","","","","Akshay","Completed"
"July","21/7/2024 - 1:09 pm","Injector","UC # 2","Lift Inspection","EICI-140","","PM","30","","","","","","","","","","","Keshav","Completed"
"Aug","18/8/2024 - 10:09 AM","Injector","UC # 2","Lift Inspection","EICI-140","","PM","150","","","","","","","","","","","Parveen","Completed"
"Apr","14/4/2024 - 7:31 am","Injector","UC # 2","Seat Oil Leakage Inspection","EICI-150","","PM","70","","","","","","","","","","","Parveen","Completed"
"June","14/6/2024 - 12:42 pm","Injector","UC # 2","Seat Oil Leakage Inspection","EICI-150","","PM","120","","","","","","","","","","","Akshay","Completed"
"July","21/7/2024 - 1:12 pm","Injector","UC # 2","Seat Oil Leakage Inspection","EICI-150","","PM","30","","","","","","","","","","","Keshav","Completed"
"Aug","18/8/2024 - 10:15 AM","Injector","UC # 2","Seat Oil Leakage Inspection","EICI-150","","PM","90","","","","","","","","","","","Parveen","Completed"
"Apr","21/4/2024 - 5:06 pm","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","","PM","30","","","","","","","","","","","Salman","Completed"
"May","21/5/2024 - 8:04 am","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","","PM","50","","","","","","","","","","","Sandeep","Completed"
"June","11/6/2024 - 3:00 pm","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","","PM","45","","","","","","","","","","","Yogesh","Completed"
"July","15/7/2024 - 10:20 am","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","","PM","40","","","","","","","","","","","Sandeep","Completed"
"Aug","11/8/2024 - 1:02 PM","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","","PM","50","","","","","","","","","","","Yogesh","Completed"
"Apr","21/4/2024 - 5:13 pm","Injector","Housing-2","COIL APPEARANCE INSPECTION","HSG2-2030","","PM","30","","","","","","","","","","","Salman","Completed"
"May","21/5/2024 - 8:07 am","Injector","Housing-2","COIL APPEARANCE INSPECTION","HSG2-2030","","PM","20","","","","","","","","","","","Tarkeshwar","Completed"
"June","11/6/2024 - 4:15 PM","Injector","Housing-2","COIL APPEARANCE INSPECTION","HSG2-2030","","PM","25","","","","","","","","","","","Yogesh","Completed"
"July","15/7/2024 - 10:21 am","Injector","Housing-2","COIL APPEARANCE INSPECTION","HSG2-2030","","PM","40","","","","","","","","","","","Sandeep","Completed"
"Apr","21/4/2024 - 5:12 pm","Injector","Housing-2","FUSING","HSG2-2020","","PM","25","","","","","","","","","","","Salman","Completed"
"May","19/5/2024 - 10:11 am","Injector","Housing-2","FUSING","HSG2-2020","","PM","30","","","","","","","","","","","Tarkeshwar","Completed"
"June","11/6/2024 - 4:14 PM","Injector","Housing-2","FUSING","HSG2-2020","","PM","35","","","","","","","","","","","Yogesh","Completed"
"July","15/7/2024 - 10:21 am","Injector","Housing-2","FUSING","HSG2-2020","","PM","30","","","","","","","","","","","Sandeep","Completed"
"June","14/6/2024 - 10:28 am","Injector","UC#1","Upper O-ring & Nozzle Leak Inspection & Sleeve Presence Check Machine","EICI-092","","PM","60","","","","","","","","","","","Parveen","Completed"
"July","18/7/2024 - 12:31 AM","Injector","UC#1","Upper O-ring & Nozzle Leak Inspection & Sleeve Presence Check Machine","EICI-092","","PM","30","","","","","","","","","","","Parveen","Completed"
"Apr","21/4/2024 - 5:15 pm","Injector","Housing-2","FUSING PORTION END TERMINAL BENDING M/C","HSG2-3010","","PM","40","","","","","","","","","","","Salman","Completed"
"May","19/5/2024 - 10:14 am","Injector","Housing-2","FUSING PORTION END TERMINAL BENDING M/C","HSG2-3010","","PM","35","","","","","","","","","","","Tarkeshwar","Completed"
"June","11/6/2024 - 4:16 PM","Injector","Housing-2","FUSING PORTION END TERMINAL BENDING M/C","HSG2-3010","","PM","35","","","","","","","","","","","Yogesh","Completed"
"July","15/7/2024 - 10:21 am","Injector","Housing-2","FUSING PORTION END TERMINAL BENDING M/C","HSG2-3010","","PM","30","","","","","","","","","","","Sandeep","Completed"
"Apr","21/4/2024 - 5:19 pm","Injector","Housing-2","LASER MARKING MACHINE","HSG2-4020","","PM","40","","","","","","","","","","","Salman","Completed"
"May","19/5/2024 - 10:16 am","Injector","Housing-2","LASER MARKING MACHINE","HSG2-4020","","PM","25","","","","","","","","","","","Tarkeshwar","Completed"
"June","17/6/2024 - 7:56 am","Injector","Housing-2","LASER MARKING MACHINE","HSG2-4020","","PM","120","","","","","","","","","","","Yogesh","Completed"
"July","15/7/2024 - 10:22 am","Injector","Housing-2","LASER MARKING MACHINE","HSG2-4020","","PM","30","","","","","","","","","","","Sandeep","Completed"
"Apr","21/4/2024 - 5:22 pm","Injector","Housing-3","FUSING MACHINE","HSG3-2020","","PM","25","","","","","","","","","","","Salman","Completed"
"June","11/6/2024 - 4:08 PM","Injector","Housing-3","FUSING MACHINE","HSG3-2020","","PM","30","","","","","","","","","","","Yogesh","Completed"
"July","7/7/2024 - 8:26 pm","Injector","Housing-3","FUSING MACHINE","HSG3-2020","","PM","20","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","14/4/2024 - 7:29 am","Injector","UC # 2",""Dynamic Flow Adjustment &  Inspection"","EICI-130","","PM","50","","","","","","","","","","","Parveen","Completed"
"May","19/5/2024 - 7:13 pm","Injector","UC # 2",""Dynamic Flow Adjustment &  Inspection"","EICI-130","","PM","40","","","","","","","","","","","Parveen","Completed"
"June","14/6/2024 - 12:40 pm","Injector","UC # 2",""Dynamic Flow Adjustment &  Inspection"","EICI-130","","PM","90","","","","","","","","","","","Akshay","Completed"
"July","13/7/2024 - 4:25 pm","Injector","UC # 2",""Dynamic Flow Adjustment &  Inspection"","EICI-130","","PM","80","","","","","","","","","","","Gaurav","Completed"
"Aug","4/8/2024 - 5:20 pm","Injector","UC # 2",""Dynamic Flow Adjustment &  Inspection"","EICI-130","","PM","60","","","","","","","","","","","Gaurav","Completed"
"Apr","21/4/2024 - 5:23 pm","Injector","Housing-3","COIL APPEARANCE INSPECTION","HSG3-2030","","PM","20","","","","","","","","","","","Salman","Completed"
"June","11/6/2024 - 4:08 PM","Injector","Housing-3","COIL APPEARANCE INSPECTION","HSG3-2030","","PM","20","","","","","","","","","","","Yogesh","Completed"
"July","7/7/2024 - 8:27 pm","Injector","Housing-3","COIL APPEARANCE INSPECTION","HSG3-2030","","PM","15","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","21/4/2024 - 5:22 pm","Injector","Housing-3","WIRE WINDING","HSG3-2010","","PM","60","","","","","","","","","","","Salman","Completed"
"June","17/6/2024 - 7:52 am","Injector","Housing-3","WIRE WINDING","HSG3-2010","","PM","120","","","","","","","","","","","Tarkeshwar","Completed"
"July","15/7/2024 - 12:06 PM","Injector","Housing-3","WIRE WINDING","HSG3-2010","","PM","100","","","","","","","","","","","Salman","Completed"
"Apr","21/4/2024 - 5:20 pm","Injector","Housing-3","TERMINAL PRESSFIT & HEIGHT CHECK","HSG3-1010","","PM","35","","","","","","","","","","","Salman","Completed"
"June","11/6/2024 - 4:40 PM","Injector","Housing-3","TERMINAL PRESSFIT & HEIGHT CHECK","HSG3-1010","","PM","35","","","","","","","","","","","Yogesh","Completed"
"July","7/7/2024 - 7:24 pm","Injector","Housing-3","TERMINAL PRESSFIT & HEIGHT CHECK","HSG3-1010","","PM","30","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","21/4/2024 - 5:18 pm","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","","PM","60","","","","","","","","","","","Salman","Completed"
"May","21/5/2024 - 8:12 am","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","","PM","90","","","","","","","","","","","Sandeep","Completed"
"June","17/6/2024 - 7:54 am","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","","PM","90","","","","","","","","","","","Yogesh","Completed"
"July","15/7/2024 - 10:21 am","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","","PM","60","","","","","","","","","","","Sandeep","Completed"
"Apr","21/4/2024 - 5:24 pm","Injector","Housing-3","HOLDER, PLATE & PIPE PRESS FIT MACHINE","HSG3-3020","","PM","75","","","","","","","","","","","Salman","Completed"
"June","11/6/2024 - 4:10 PM","Injector","Housing-3","HOLDER, PLATE & PIPE PRESS FIT MACHINE","HSG3-3020","","PM","70","","","","","","","","","","","Yogesh","Completed"
"July","7/7/2024 - 10:27 pm","Injector","Housing-3","HOLDER, PLATE & PIPE PRESS FIT MACHINE","HSG3-3020","","PM","50","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","21/4/2024 - 5:27 pm","Injector","Housing-3","LASER MARKING MACHINE","HSG3-4020","","PM","50","","","","","","","","","","","Salman","Completed"
"June","10/6/2024 - 5:42 pm","Injector","Housing-3","LASER MARKING MACHINE","HSG3-4020","","PM","35","","","","","","","","","","","Tarkeshwar","Completed"
"July","7/7/2024 - 8:24 pm","Injector","Housing-3","LASER MARKING MACHINE","HSG3-4020","","PM","50","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","21/4/2024 - 5:23 pm","Injector","Housing-3","FUSING PORTION END TERMINAL BENDING M/C","HSG3-3010","","PM","35","","","","","","","","","","","Salman","Completed"
"June","11/6/2024 - 4:07 PM","Injector","Housing-3","FUSING PORTION END TERMINAL BENDING M/C","HSG3-3010","","PM","30","","","","","","","","","","","Yogesh","Completed"
